Customer #	Interarrival Time (min)	Servive Time (min)
478			3.51 			1.42 
479			4.52 			3.27 
480			6.13 			3.35 
481			3.99 			2.81 
482			3.02 			1.96 
483			3.30 			2.15 
484			2.93 			4.17 
485			4.91 			3.80 
486			2.86 			3.97 
487			5.52 			3.38 
488			4.96 			3.12 
489			3.45 			1.70 
490			4.72 			2.59 
491			3.79 			1.35 
492			4.87 			3.27 
493			7.33 			3.96 
494			3.00 			2.77 
495			3.22 			2.91 
496			5.46 			3.79 
497			4.43 			5.12 
498			3.27 			2.64 
499			5.75 			3.58 
500			1.21 			3.06 
